chrom	start	end	AA_hotspots
chr4	17778502	17779644	1
chr4	17787684	17788813	1
chr4	17865687	17866959	1
chr4	17924378	17925178	1
chr4	17932005	17933442	1
chr4	18036128	18037995	1
chr4	18124151	18125946	1
chr4	18263397	18264622	1
chr4	18312358	18313764	1
chr4	18583610	18584724	1
chr4	18612694	18615146	1
chr4	18667960	18668880	1
chr4	18698472	18699695	1
chr4	18751656	18753615	1
chr4	18778896	18780554	1
chr4	18810049	18811171	1
chr4	18819222	18820915	1
chr4	18840435	18842558	1
chr4	18877055	18878074	1
chr4	18919349	18920360	1
chr4	18943799	18945659	1
chr4	19003267	19004243	1
chr4	19069749	19071616	1
chr4	19087495	19088990	1
chr4	19097288	19098088	1
chr4	19592584	19594271	1
chr4	19630196	19631753	1
chr4	19737628	19738940	1
chr4	19816833	19819259	1
chr4	19890783	19891912	1
chr4	20085978	20088835	1
chr4	20115900	20116723	1
chr4	20322490	20324144	1
chr4	20462316	20464057	1
chr4	20485105	20486988	1
chr4	20528128	20529913	1
chr4	20543817	20545345	1
chr4	20603857	20605680	1
chr4	20727339	20728477	1
chr4	20819965	20821789	1
chr4	20827592	20828392	1
chr4	20885056	20886267	1
chr4	21124206	21125094	1
chr4	21294572	21296281	1
chr4	21335337	21336821	1
chr4	21414657	21416385	1
chr4	21452750	21454663	1
chr4	21509451	21510510	1
chr4	21639028	21640408	1
chr4	21674201	21675552	1
chr4	21690113	21692501	1
chr4	21715934	21717891	1
chr4	21910500	21912265	1
chr4	21977806	21978606	1
chr4	22221299	22222395	1
chr4	22277333	22278370	1
chr4	22317805	22319357	1
chr4	22415833	22416842	1
chr4	22465640	22467068	1
chr4	22485744	22486662	1
chr4	22521750	22523679	1
chr4	22595122	22596885	1
chr4	22634881	22635702	1
chr4	22710128	22711503	1
chr4	22750761	22752186	1
chr4	22780344	22781237	1
chr4	22801694	22802838	1
chr4	22803219	22804019	1
chr4	22831650	22833760	1
chr4	22915841	22916717	1
chr4	22941330	22942548	1
chr4	23021660	23022853	1
chr4	23026772	23027580	1
chr4	23142347	23144215	1
chr4	23183713	23185078	1
chr4	23251626	23252883	1
chr4	23322795	23324186	1
chr4	23446955	23448245	1
chr4	23562708	23564486	1
chr4	23586625	23588181	1
chr4	23769439	23771062	1
chr4	23853017	23854675	1
chr4	23870827	23872213	1
chr4	23907752	23908552	1
chr4	23922633	23924555	1
chr4	24134289	24136119	1
chr4	24222104	24223063	1
chr4	24282536	24284226	1
chr4	24288823	24290124	1
chr4	24310789	24312275	1
chr4	24397312	24398112	1
chr4	24437841	24440474	1
chr4	24511377	24513020	1
chr4	24718608	24719438	1
chr4	24759707	24761707	1
chr4	24804099	24805746	1
chr4	24993670	24995263	1
chr4	25067375	25069469	1
chr4	25106915	25108276	1
chr4	25383234	25384278	1
chr4	25399863	25400853	1
chr4	25451877	25453638	1
chr4	25469981	25471413	1
chr4	25607899	25609283	1
chr4	25626967	25628441	1
chr4	25674276	25675932	1
chr4	25723211	25724074	1
chr4	25733504	25734993	1
chr4	25770760	25772593	1
chr4	25810069	25811125	1
chr4	25966388	25967739	1
chr4	25968119	25969482	1
chr4	25984102	25985213	1
chr4	26133745	26134788	1
chr4	26141233	26142599	1
chr4	26185310	26186952	1
chr4	26343291	26344611	1
chr4	26401839	26403934	1
chr4	26422052	26423055	1
chr4	26469068	26470134	1
chr4	26472411	26473802	1
chr4	26781602	26783858	1
chr4	26823262	26825304	1
chr4	26835358	26837233	1
chr4	26962217	26963489	1
chr4	27054257	27055112	1
chr4	27126577	27128160	1
chr4	27260522	27261391	1
chr4	27342396	27343906	1
chr4	27619206	27620403	1
chr4	27703927	27705097	1
chr4	27905441	27906741	1
chr4	28178427	28179975	1
chr4	28245491	28247185	1
chr4	28323741	28324622	1
chr4	28866374	28867735	1
chr4	28872922	28874544	1
chr4	28927282	28928458	1
chr4	28935553	28936998	1
chr4	29127659	29130308	1
chr4	29312931	29314373	1
chr4	29427139	29428329	1
chr4	29442506	29443808	1
chr4	29521983	29523414	1
chr4	29739000	29740515	1
chr4	29777400	29778550	1
chr4	30086302	30088106	1
chr4	30153603	30154894	1
chr4	30166393	30167793	1
chr4	30387798	30389121	1
chr4	30452977	30454772	1
chr4	31000240	31001042	1
chr4	31032206	31033816	1
chr4	31088594	31090320	1
chr4	31178980	31179883	1
chr4	31204972	31206973	1
chr4	31313070	31314983	1
chr4	31358434	31359602	1
chr4	31398149	31400089	1
chr4	31741784	31742893	1
chr4	31783305	31784425	1
chr4	31816837	31819653	1
chr4	32006812	32007944	1
chr4	32161422	32162869	1
chr4	32259825	32261625	1
chr4	32283419	32284259	1
chr4	32321434	32322723	1
chr4	32469530	32470499	1
chr4	32527846	32528771	1
chr4	32577776	32579236	1
chr4	32591989	32593958	1
chr4	32849656	32850681	1
chr4	33171974	33173339	1
chr4	33199782	33200874	1
chr4	33220860	33222022	1
chr4	33389599	33390626	1
chr4	33420334	33421293	1
chr4	33640856	33642603	1
chr4	34346068	34348401	1
chr4	34497110	34498120	1
chr4	34722315	34724023	1
chr4	35150718	35152174	1
chr4	35223935	35224829	1
chr4	35255042	35256563	1
chr4	35270611	35272246	1
chr4	35331882	35333244	1
chr4	35380165	35381389	1
chr4	35409508	35410882	1
chr4	35654776	35655852	1
chr4	35995705	35997252	1
chr4	36010785	36012329	1
chr4	36018964	36019906	1
chr4	36087822	36088779	1
chr4	36110846	36111855	1
chr4	36234622	36235828	1
chr4	36302651	36304650	1
chr4	36420683	36422065	1
chr4	36540463	36542318	1
chr4	36671765	36673757	1
chr4	36731301	36732599	1
chr4	37049688	37050724	1
chr4	37068440	37069495	1
chr4	37150826	37152178	1
chr4	37253804	37256014	1
chr4	37336215	37337918	1
chr4	37370311	37371455	1
chr4	37385567	37386392	1
chr4	37536462	37538353	1
chr4	37555302	37556458	1
chr4	37660171	37662902	1
chr4	37757993	37759044	1
chr4	37897295	37898241	1
chr4	37972443	37973684	1
chr4	38102181	38103575	1
chr4	38130426	38131694	1
chr4	38202112	38203779	1
chr4	38286082	38288135	1
chr4	38305056	38305992	1
chr4	38381163	38381975	1
chr4	38521715	38522799	1
chr4	38551479	38553078	1
chr4	38692003	38692960	1
chr4	38943216	38944253	1
chr4	38960294	38962069	1
chr4	38978883	38981540	1
chr4	39007268	39008091	1
chr4	39096485	39097285	1
chr4	39108189	39109934	1
chr4	39218820	39219859	1
chr4	39283807	39285458	1
chr4	39307147	39309736	1
chr4	39425636	39426950	1
chr4	39503500	39504709	1
chr4	39537305	39538617	1
chr4	39610085	39611107	1
chr4	39779968	39781597	1
chr4	39794464	39796767	1
chr4	39882421	39884157	1
chr4	40157284	40159208	1
chr4	40169037	40170189	1
chr4	40201194	40202332	1
chr4	40471327	40472891	1
chr4	40490308	40491188	1
chr4	40583262	40584067	1
chr4	40588313	40589585	1
chr4	40658444	40659912	1
chr4	40725981	40727266	1
chr4	40793878	40794820	1
chr4	40871322	40873240	1
chr4	40965731	40966765	1
chr4	40986308	40987108	1
chr4	41067294	41069215	1
chr4	41195418	41197101	1
chr4	41221162	41222582	1
chr4	41370191	41371613	1
chr4	41456898	41458389	1
chr4	41545402	41546879	1
chr4	41606817	41607863	1
chr4	41626241	41627041	1
chr4	41636118	41637922	1
chr4	41710176	41712008	1
chr4	41800198	41801435	1
chr4	41823881	41825470	1
chr4	42035232	42036867	1
chr4	42193047	42195091	1
chr4	42213450	42214698	1
chr4	42222577	42223845	1
chr4	42498658	42499458	1
chr4	42551463	42552263	1
chr4	42582088	42583764	1
chr4	42640661	42641869	1
chr4	42649681	42651074	1
chr4	42662674	42664060	1
chr4	42904832	42906036	1
chr4	42933578	42934378	1
chr4	43145374	43146264	1
chr4	43173041	43174104	1
chr4	43631093	43632611	1
chr4	43790409	43791600	1
chr4	43912212	43913622	1
chr4	43963966	43965541	1
chr4	44139859	44140996	1
chr4	44350125	44352083	1
chr4	44381664	44382873	1
chr4	44412131	44413284	1
chr4	44446181	44447664	1
chr4	44581067	44582043	1
chr4	44794809	44795707	1
chr4	44900010	44901418	1
chr4	45035475	45036900	1
chr4	45162658	45164259	1
chr4	45188102	45189231	1
chr4	45344119	45345190	1
chr4	45472698	45473985	1
chr4	45642083	45643016	1
chr4	45716151	45717228	1
chr4	45838122	45839127	1
chr4	45847322	45848475	1
chr4	45932408	45933462	1
chr4	46189057	46190497	1
chr4	46363699	46364945	1
chr4	46552990	46553839	1
chr4	46581892	46583011	1
chr4	46717947	46719076	1
chr4	47002285	47003962	1
chr4	47147612	47148594	1
chr4	47350752	47352087	1
chr4	47410701	47412218	1
chr4	47476378	47478229	1
chr4	47543736	47545205	1
chr4	47584130	47585095	1
chr4	47670923	47672155	1
chr4	47680292	47681460	1
chr4	47821496	47823100	1
chr4	48013259	48014462	1
chr4	48032040	48033014	1
chr4	48195691	48197751	1
chr4	52756268	52758289	1
chr4	52935748	52936568	1
chr4	53125009	53125925	1
chr4	53301880	53303331	1
chr4	53414222	53415741	1
chr4	53479417	53480611	1
chr4	53602996	53604086	1
chr4	53627306	53628301	1
chr4	53757440	53758367	1
chr4	53817080	53818338	1
chr4	53876732	53879432	1
chr4	53988711	53991428	1
chr4	54017214	54018793	1
chr4	54215735	54217221	1
chr4	54298625	54299852	1
chr4	54381173	54382246	1
chr4	54550370	54551469	1
chr4	54562897	54564566	1
chr4	54656885	54658344	1
chr4	54731633	54733020	1
chr4	54793394	54794284	1
chr4	54957689	54959007	1
chr4	55165595	55166738	1
chr4	55207160	55208577	1
chr4	55239515	55240532	1
chr4	55428974	55430706	1
chr4	55581000	55582810	1
chr4	55683188	55684715	1
chr4	55809590	55810514	1
chr4	55880355	55881530	1
chr4	55951870	55953320	1
chr4	55978068	55978868	1
chr4	55985521	55987249	1
chr4	56028613	56030431	1
chr4	56316982	56317855	1
chr4	56631280	56632828	1
chr4	57009950	57010943	1
chr4	57044049	57045168	1
chr4	57078831	57079932	1
chr4	57105567	57106526	1
chr4	57160793	57162368	1
chr4	57172345	57174319	1
chr4	57340920	57341891	1
chr4	57429735	57431074	1
chr4	57458764	57460391	1
chr4	57504709	57506138	1
chr4	57526914	57529365	1
chr4	57636295	57638376	1
chr4	57694125	57695313	1
chr4	57791090	57792715	1
chr4	57928420	57929736	1
chr4	58012012	58013921	1
chr4	58078547	58079581	1
chr4	58142066	58142866	1
chr4	58598079	58599411	1
chr4	58698747	58700175	1
chr4	58709748	58711555	1
chr4	58804220	58805180	1
chr4	58934709	58935932	1
chr4	58945657	58946607	1
chr4	59215165	59216262	1
chr4	59277735	59278914	1
chr4	59359463	59360885	1
chr4	59669251	59670199	1
chr4	59841071	59841956	1
chr4	60004704	60005785	1
chr4	60084725	60086437	1
chr4	60144915	60145930	1
chr4	60383958	60384843	1
chr4	60505613	60506766	1
chr4	60607872	60609602	1
chr4	60740673	60742234	1
chr4	60793722	60795086	1
chr4	60865666	60867063	1
chr4	60891585	60892580	1
chr4	61371181	61372677	1
chr4	61586402	61587477	1
chr4	61676740	61677930	1
chr4	61822128	61823292	1
chr4	61872103	61873960	1
chr4	61967528	61969163	1
chr4	62099558	62100658	1
chr4	62103200	62104520	1
chr4	62161232	62162187	1
chr4	62162535	62164517	1
chr4	62227474	62228291	1
chr4	62369343	62370746	1
chr4	62736187	62737258	1
chr4	62867187	62868424	1
chr4	63239595	63241075	1
chr4	63327891	63329297	1
chr4	63691648	63693208	1
chr4	63825672	63827028	1
chr4	64118940	64120105	1
chr4	64125398	64126832	1
chr4	64172681	64173703	1
chr4	64340381	64342164	1
chr4	64416686	64417522	1
chr4	64713828	64715861	1
chr4	65071106	65072361	1
chr4	65312329	65313394	1
chr4	65562632	65565086	1
chr4	66248951	66249920	1
chr4	66304636	66307094	1
chr4	66351141	66352182	1
chr4	66562578	66564083	1
chr4	66599887	66601369	1
chr4	66619678	66620753	1
chr4	67036663	67038061	1
chr4	67600484	67601936	1
chr4	67612905	67614551	1
chr4	67653560	67654484	1
chr4	67681009	67682226	1
chr4	67718248	67719547	1
chr4	67910703	67912224	1
chr4	68058395	68060150	1
chr4	68069213	68070547	1
chr4	68082603	68084172	1
chr4	68168804	68170341	1
chr4	68361927	68363042	1
chr4	68457217	68458887	1
chr4	68472871	68474747	1
chr4	68617147	68618636	1
chr4	68645613	68646799	1
chr4	68715736	68717002	1
chr4	68739502	68741361	1
chr4	68808332	68809632	1
chr4	69126309	69127652	1
chr4	69140738	69141839	1
chr4	69272650	69274448	1
chr4	69423602	69424563	1
chr4	69492051	69493478	1
chr4	69525667	69527065	1
chr4	70038758	70039660	1
chr4	70517144	70519565	1
chr4	70725278	70726998	1
chr4	71013197	71014725	1
chr4	71048995	71050641	1
chr4	71118867	71119770	1
chr4	71466278	71467390	1
chr4	71470477	71471964	1
chr4	71487123	71489027	1
chr4	71519446	71521596	1
chr4	71902545	71903452	1
chr4	72015748	72017132	1
chr4	72078669	72080074	1
chr4	72139420	72140884	1
chr4	72416795	72418763	1
chr4	72437507	72439040	1
chr4	72545924	72547410	1
chr4	72802090	72803301	1
chr4	73137326	73138561	1
chr4	73177956	73179496	1
chr4	73254699	73256831	1
chr4	73271407	73272349	1
chr4	73417486	73418860	1
chr4	73554772	73556546	1
chr4	73675823	73677125	1
chr4	73854424	73856341	1
chr4	74087819	74088835	1
chr4	74136211	74137420	1
chr4	74321845	74322937	1
chr4	74326108	74326932	1
chr4	74433197	74434122	1
chr4	74591330	74593179	1
chr4	74711195	74712655	1
chr4	74727096	74728575	1
chr4	74734257	74735349	1
chr4	74845091	74845985	1
chr4	74876475	74878083	1
chr4	74886945	74888601	1
chr4	75058120	75059520	1
chr4	75070876	75072510	1
chr4	75083611	75084932	1
chr4	75197400	75199011	1
chr4	75258837	75260562	1
chr4	75272420	75273597	1
chr4	75416487	75417888	1
chr4	75425996	75426912	1
chr4	75514360	75515167	1
chr4	75628616	75630338	1
chr4	75654830	75655778	1
chr4	75746161	75747897	1
chr4	75758807	75760217	1
chr4	75763980	75764814	1
chr4	75895800	75897245	1
chr4	75936287	75937406	1
chr4	75984709	75986186	1
chr4	76408727	76410030	1
chr4	76495048	76496673	1
chr4	76750343	76751447	1
chr4	76846164	76847431	1
chr4	76870654	76871978	1
chr4	76999070	77000619	1
chr4	77039111	77040791	1
chr4	77129052	77131051	1
chr4	77414511	77415312	1
chr4	77439648	77441331	1
chr4	77472365	77474030	1
chr4	77693688	77694797	1
chr4	77718999	77720695	1
chr4	77733015	77734082	1
chr4	77767005	77769413	1
chr4	77867388	77868811	1
chr4	77938752	77940159	1
chr4	77983639	77985190	1
chr4	78045396	78047207	1
chr4	78054110	78055735	1
chr4	78334014	78335113	1
chr4	78506960	78508690	1
chr4	78551360	78552969	1
chr4	78623542	78625554	1
chr4	78675316	78676519	1
chr4	78821701	78822793	1
chr4	78834414	78835849	1
chr4	78859124	78860331	1
chr4	79091934	79093418	1
chr4	79247741	79249141	1
chr4	79474072	79475039	1
chr4	79733696	79734687	1
chr4	79745248	79746806	1
chr4	79829151	79830763	1
chr4	79881394	79883566	1
chr4	79951038	79952544	1
chr4	80009540	80010769	1
chr4	80082681	80084414	1
chr4	80184755	80186673	1
chr4	80220901	80222136	1
chr4	80239724	80240994	1
chr4	80318072	80320041	1
chr4	80394383	80396120	1
chr4	80473019	80474045	1
chr4	80573022	80574464	1
chr4	80605376	80607036	1
chr4	80704916	80705815	1
chr4	80849754	80850951	1
chr4	80967756	80969256	1
chr4	80988909	80991088	1
chr4	80994073	80995170	1
chr4	81059512	81061496	1
chr4	81151265	81152499	1
chr4	81156637	81157657	1
chr4	81207281	81209996	1
chr4	81307098	81308722	1
chr4	81409191	81410185	1
chr4	81422419	81423304	1
chr4	81551966	81553736	1
chr4	81770695	81771893	1
chr4	81868812	81870082	1
chr4	81890721	81892123	1
chr4	82059043	82060074	1
chr4	82123814	82125894	1
chr4	82329304	82330929	1
chr4	82336992	82339577	1
chr4	82356051	82357251	1
chr4	82386996	82388417	1
chr4	82475803	82476765	1
chr4	82642999	82645165	1
chr4	82653059	82654094	1
chr4	82691498	82692743	1
chr4	82836321	82837434	1
chr4	82953082	82954210	1
chr4	83021751	83022749	1
chr4	83061006	83061954	1
chr4	83086479	83088227	1
chr4	83148472	83150467	1
chr4	83292825	83294409	1
chr4	83362416	83363238	1
chr4	83370617	83372557	1
chr4	83439063	83440176	1
chr4	83443799	83444917	1
chr4	83635489	83636423	1
chr4	83650644	83652267	1
chr4	83674581	83676367	1
chr4	83894807	83895662	1
chr4	83990713	83993510	1
chr4	84004750	84006238	1
chr4	84071406	84072835	1
chr4	84094668	84095680	1
chr4	84137273	84138896	1
chr4	84188233	84189521	1
chr4	84195445	84196455	1
chr4	84222584	84224012	1
chr4	84284942	84285767	1
chr4	84287400	84288842	1
chr4	84312878	84314153	1
chr4	84332188	84333156	1
chr4	84340828	84342451	1
chr4	84365245	84366750	1
chr4	84468041	84469056	1
chr4	84619443	84620762	1
chr4	84799429	84801300	1
chr4	84822691	84823505	1
chr4	84902346	84904081	1
chr4	84971856	84973948	1
chr4	85080985	85082982	1
chr4	85144678	85145857	1
chr4	85316041	85317377	1
chr4	85324722	85325522	1
chr4	85432011	85434597	1
chr4	85446930	85448409	1
chr4	85576909	85577903	1
chr4	85599637	85600437	1
chr4	85735568	85737011	1
chr4	85748379	85749683	1
chr4	85835134	85836008	1
chr4	85859718	85860690	1
chr4	85890905	85892182	1
chr4	85979432	85980493	1
chr4	86031789	86032698	1
chr4	86062224	86063715	1
chr4	86332399	86333326	1
chr4	86342683	86344875	1
chr4	86396291	86397138	1
chr4	86421348	86422396	1
chr4	86436908	86438892	1
chr4	86599725	86601395	1
chr4	86603365	86605438	1
chr4	86699454	86700763	1
chr4	86805031	86806478	1
chr4	86850924	86851839	1
chr4	86929610	86932078	1
chr4	87021383	87023535	1
chr4	87075798	87077458	1
chr4	87182679	87185297	1
chr4	87215585	87217120	1
chr4	87239119	87241008	1
chr4	87341662	87343419	1
chr4	87390713	87391888	1
chr4	87629469	87630560	1
chr4	87689960	87690994	1
chr4	87701601	87702691	1
chr4	87978193	87981379	1
chr4	88067986	88069601	1
chr4	88085305	88086965	1
chr4	88308013	88309151	1
chr4	88358218	88359018	1
chr4	88385038	88386037	1
chr4	88481831	88483267	1
chr4	88501013	88501883	1
chr4	88553685	88554920	1
chr4	88733924	88735451	1
chr4	88756653	88757770	1
chr4	88870939	88872514	1
chr4	88886162	88887152	1
chr4	89236368	89237885	1
chr4	89246041	89247317	1
chr4	89309449	89311728	1
chr4	89350786	89352353	1
chr4	89444998	89445798	1
chr4	89454136	89455986	1
chr4	89527172	89528467	1
chr4	89613640	89615473	1
chr4	89702578	89704116	1
chr4	89742577	89744631	1
chr4	89999635	90000652	1
chr4	90047431	90048933	1
chr4	90084026	90085772	1
chr4	90125990	90128082	1
chr4	90130176	90132044	1
chr4	90168229	90169735	1
chr4	90185221	90186889	1
chr4	90204827	90205647	1
chr4	90231036	90232059	1
chr4	90233350	90234550	1
chr4	90378651	90380242	1
chr4	90385338	90387395	1
chr4	90394451	90395422	1
chr4	90452181	90453267	1
chr4	90499813	90501194	1
chr4	90551314	90552283	1
chr4	90605838	90606760	1
chr4	90820070	90821410	1
chr4	91114247	91115795	1
chr4	91310372	91312032	1
chr4	91334640	91335609	1
chr4	91458673	91460213	1
chr4	91480917	91482048	1
chr4	91512744	91513546	1
chr4	91520291	91521832	1
chr4	91560576	91561987	1
chr4	91610874	91612124	1
chr4	91720731	91721809	1
chr4	91808828	91810273	1
chr4	91867649	91868998	1
chr4	91954059	91955012	1
chr4	92052941	92054158	1
chr4	92164698	92166236	1
chr4	92217860	92219489	1
chr4	92637930	92640026	1
chr4	92668208	92669456	1
chr4	92801109	92802116	1
chr4	93046285	93047924	1
chr4	93322383	93323536	1
chr4	93722489	93723452	1
chr4	93989662	93990911	1
chr4	94119744	94121022	1
chr4	94159036	94160813	1
chr4	94232079	94233809	1
chr4	94236426	94238010	1
chr4	94405966	94407616	1
chr4	94454201	94455116	1
chr4	94537115	94538567	1
chr4	94582184	94583572	1
chr4	94605125	94606818	1
chr4	94759205	94761422	1
chr4	94768423	94769698	1
chr4	94786300	94788104	1
chr4	94835668	94836829	1
chr4	94990366	94991483	1
chr4	95600203	95602283	1
chr4	95675016	95676243	1
chr4	95681960	95682956	1
chr4	95689138	95689972	1
chr4	95729646	95730674	1
chr4	95736945	95737745	1
chr4	95777768	95779213	1
chr4	95857261	95858670	1
chr4	95895711	95897331	1
chr4	96181675	96183466	1
chr4	96212476	96213952	1
chr4	96313893	96315212	1
chr4	96377585	96379609	1
chr4	96392119	96393181	1
chr4	96464970	96466109	1
chr4	96475122	96476661	1
chr4	96663919	96665220	1
chr4	96810105	96812161	1
chr4	96903772	96904602	1
chr4	96909262	96910303	1
chr4	96949677	96950845	1
chr4	97539872	97541418	1
chr4	97650787	97652484	1
chr4	97877945	97879207	1
chr4	97907513	97908845	1
chr4	97910857	97912282	1
chr4	98432743	98434486	1
chr4	98988436	98989622	1
chr4	99022437	99023528	1
chr4	99232559	99233557	1
chr4	99418310	99419998	1
chr4	99423504	99425106	1
chr4	99529271	99531316	1
chr4	99552911	99553840	1
chr4	99782020	99782895	1
chr4	99984998	99986461	1
chr4	100136430	100137230	1
chr4	100243331	100244488	1
chr4	100322406	100323788	1
chr4	100337530	100338605	1
chr4	100390337	100391384	1
chr4	100444534	100445867	1
chr4	100661666	100662924	1
chr4	100665481	100666853	1
chr4	100676813	100678201	1
chr4	100729161	100730104	1
chr4	100982979	100984033	1
chr4	101133186	101134958	1
chr4	101191962	101193329	1
chr4	101218792	101219902	1
chr4	101237093	101238458	1
chr4	101247568	101248384	1
chr4	101666290	101667123	1
chr4	101709403	101710620	1
chr4	101732932	101733914	1
chr4	101880569	101882091	1
chr4	101896899	101897927	1
chr4	101995041	101996819	1
chr4	102022603	102024126	1
chr4	102027400	102029116	1
chr4	102074948	102076370	1
chr4	102087223	102088340	1
chr4	102130983	102132176	1
chr4	102221910	102222933	1
chr4	102449139	102450403	1
chr4	102543820	102545178	1
chr4	102569034	102570160	1
chr4	102701235	102702869	1
chr4	102709118	102710393	1
chr4	102832751	102833943	1
chr4	102930769	102931950	1
chr4	103090983	103092743	1
chr4	103111313	103113297	1
chr4	103219809	103222266	1
chr4	103241967	103242895	1
chr4	103388087	103390090	1
chr4	103601464	103602871	1
chr4	103761282	103762601	1
chr4	103777036	103777914	1
chr4	104248490	104249734	1
chr4	104380062	104381478	1
chr4	104555094	104556192	1
chr4	104802952	104805132	1
chr4	104917458	104918839	1
chr4	104930787	104932455	1
chr4	105054176	105055140	1
chr4	105304668	105305679	1
chr4	105415405	105416376	1
chr4	105705604	105707450	1
chr4	105732675	105733664	1
chr4	105893058	105894480	1
chr4	106481531	106483662	1
chr4	106506310	106508444	1
chr4	106663680	106664480	1
chr4	106817393	106818417	1
chr4	106885383	106886960	1
chr4	106897977	106899772	1
chr4	106934081	106935299	1
chr4	106940125	106941540	1
chr4	107296983	107298633	1
chr4	107302216	107303061	1
chr4	107425098	107426266	1
chr4	107500440	107501869	1
chr4	107582422	107583727	1
chr4	107824952	107826171	1
chr4	107888455	107890170	1
chr4	107949731	107951079	1
chr4	108069868	108070870	1
chr4	108125687	108127040	1
chr4	108171246	108172449	1
chr4	108176304	108177639	1
chr4	108470515	108472371	1
chr4	108499755	108501141	1
chr4	108555554	108556662	1
chr4	108604392	108606783	1
chr4	108802141	108803555	1
chr4	108814512	108816098	1
chr4	108825964	108827152	1
chr4	108851329	108852307	1
chr4	108886283	108888324	1
chr4	108948002	108949025	1
chr4	108954181	108955148	1
chr4	108971974	108972947	1
chr4	109030539	109031757	1
chr4	109047318	109048446	1
chr4	109061889	109062800	1
chr4	109113306	109114788	1
chr4	109116944	109117980	1
chr4	109250385	109251237	1
chr4	109309687	109311606	1
chr4	109370832	109372794	1
chr4	109450605	109451405	1
chr4	109560767	109562498	1
chr4	109636743	109638424	1
chr4	109659224	109661011	1
chr4	109765120	109766652	1
chr4	109780702	109781743	1
chr4	109895286	109896330	1
chr4	109926893	109928709	1
chr4	109947794	109948958	1
chr4	109980348	109982447	1
chr4	109990773	109991625	1
chr4	110035315	110036732	1
chr4	110057558	110058368	1
chr4	110214677	110216469	1
chr4	110311382	110312732	1
chr4	110497165	110498581	1
chr4	110533890	110534725	1
chr4	110612874	110613779	1
chr4	110659971	110661370	1
chr4	110823530	110824497	1
chr4	110891269	110892398	1
chr4	111031369	111032659	1
chr4	111061511	111062922	1
chr4	111096821	111097905	1
chr4	111132114	111133242	1
chr4	111255975	111257586	1
chr4	111259722	111260605	1
chr4	111324492	111325816	1
chr4	111465620	111467125	1
chr4	111501790	111503028	1
chr4	111513019	111514283	1
chr4	111604662	111605853	1
chr4	111618042	111619298	1
chr4	111733151	111735389	1
chr4	111744428	111745307	1
chr4	111775765	111776758	1
chr4	111807617	111808567	1
chr4	111886219	111887063	1
chr4	111932960	111934743	1
chr4	111979272	111980274	1
chr4	112013366	112014871	1
chr4	112204304	112205758	1
chr4	112518329	112520357	1
chr4	112526687	112528089	1
chr4	112552561	112553669	1
chr4	112647104	112647916	1
chr4	112717716	112718752	1
chr4	112729376	112730560	1
chr4	112827277	112828871	1
chr4	113220884	113221810	1
chr4	113245940	113247702	1
chr4	113323671	113326034	1
chr4	113351766	113352582	1
chr4	113514099	113514909	1
chr4	113775171	113776617	1
chr4	113867987	113870009	1
chr4	113911138	113912675	1
chr4	113917130	113919233	1
chr4	113945606	113946838	1
chr4	113966294	113969666	1
chr4	113990087	113991786	1
chr4	114023198	114024386	1
chr4	114241027	114242407	1
chr4	114329791	114331649	1
chr4	114476049	114477098	1
chr4	114560147	114561365	1
chr4	114610983	114612209	1
chr4	114663766	114665118	1
chr4	114683111	114684119	1
chr4	115013323	115014655	1
chr4	115228323	115229579	1
chr4	115282045	115283979	1
chr4	115295544	115297768	1
chr4	115312511	115314014	1
chr4	115665246	115666981	1
chr4	115811618	115812418	1
chr4	116186768	116187803	1
chr4	116197946	116199062	1
chr4	116346666	116348446	1
chr4	116389578	116390558	1
chr4	116508660	116509733	1
chr4	116700805	116702139	1
chr4	116720147	116721064	1
chr4	117042420	117043723	1
chr4	117155934	117157668	1
chr4	117559920	117561389	1
chr4	117639997	117641207	1
chr4	117896360	117897180	1
chr4	118021061	118022319	1
chr4	118055912	118057173	1
chr4	118222016	118222906	1
chr4	118262668	118263654	1
chr4	118357174	118358241	1
chr4	118387720	118388832	1
chr4	118479267	118480816	1
chr4	118732335	118733243	1
chr4	118816432	118817563	1
chr4	118938200	118940298	1
chr4	118973942	118975524	1
chr4	119246621	119247998	1
chr4	119354417	119355710	1
chr4	119663018	119665041	1
chr4	119720427	119722128	1
chr4	119726318	119727451	1
chr4	119815988	119817210	1
chr4	119898232	119899499	1
chr4	119909831	119911303	1
chr4	119932752	119934225	1
chr4	120293558	120294704	1
chr4	120423886	120426344	1
chr4	120521885	120523084	1
chr4	120564246	120565190	1
chr4	120587316	120588431	1
chr4	120700901	120701701	1
chr4	120814423	120815765	1
chr4	120977107	120978590	1
chr4	121055770	121057133	1
chr4	121393713	121396168	1
chr4	121481475	121482783	1
chr4	121543811	121545709	1
chr4	121623429	121624671	1
chr4	121642763	121643753	1
chr4	121660995	121662470	1
chr4	121767019	121767881	1
chr4	121796786	121797860	1
chr4	121933881	121934926	1
chr4	121975883	121977858	1
chr4	122030618	122031587	1
chr4	122148167	122149699	1
chr4	122234659	122236276	1
chr4	122256311	122257289	1
chr4	122378496	122379677	1
chr4	122422781	122424521	1
chr4	122456565	122458386	1
chr4	122566910	122567969	1
chr4	122656740	122658613	1
chr4	122749642	122750878	1
chr4	122801977	122802777	1
chr4	122875867	122877284	1
chr4	122901372	122902865	1
